"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cellular response to peptide","GO:1901653","false","9.385667055103941e-10","9.027534855908288","364","190","15","63187","O95838,P41180,P50052,P30556,P47871,P42261,P41594,P22888,P15538,P43220,P16473,Q5XXA6,P30968,Q16678,Q02643"
"GO:BP","negative regulation of multicellular organismal process","GO:0051241","false","9.760432068263126e-10","9.010530956850813","1110","190","23","63187","P49286,Q99835,P30542,P29275,P50052,P21731,Q5NUL3,P21452,P55011,P29274,Q9Y5Y4,Q6W5P4,P16615,O14842,P30988,O14983,P37288,P25116,P35408,P55085,Q14330,P49682,O60241"
"GO:BP","rhythmic process","GO:0048511","false","9.807728468050203e-10","9.00843156632279","298","190","14","63187","P49286,O43614,P30542,P48039,P30559,P17787,P29274,P22888,P41146,Q16678,Q9UI33,Q15761,Q9UHM6,Q15858"
"GO:BP","regulation of sequestering of calcium ion","GO:0051282","false","1.0368800402776138e-9","8.984271485519391","138","190","11","63187","O94759,P41595,Q13698,O75762,Q13936,P51681,P22888,Q6W5P4,P25116,P49682,Q14643"
"GO:BP","regulation of systemic arterial blood pressure by renin-angiotensin","GO:0003081","false","1.2205313209180927e-9","8.913451071365708","24","190","7","63187","P50052,P25103,P30556,Q9BXA5,P24530,P25116,P55085"
"GO:BP","hormone metabolic process","GO:0042445","false","1.2450887460143767e-9","8.904799692318663","242","190","13","63187","P49683,P35503,Q9HAW9,O60931,P22888,P15538,O15528,P24530,Q16678,Q02643,P36021,P37058,Q9NRD8"
"GO:BP","sequestering of calcium ion","GO:0051208","false","1.4218346905863429e-9","8.847150893859062","142","190","11","63187","O94759,P41595,Q13698,O75762,Q13936,P51681,P22888,Q6W5P4,P25116,P49682,Q14643"
"GO:BP","peptide hormone secretion","GO:0030072","false","1.7879077220113232e-9","8.747654899888797","249","190","13","63187","P49286,O00254,P41180,Q5NUL3,Q9UBS5,P21452,Q5XXA6,Q02643,O14842,P36021,P35346,P55085,Q14643"
"GO:BP","ERK1 and ERK2 cascade","GO:0070371","false","2.075036872674536e-9","8.682974181623308","315","190","14","63187","O43613,P41595,P41180,Q5NUL3,P30559,Q9GZZ6,Q6W5P4,P35372,Q15761,P30988,P25116,P25106,P35408,P55085"
"GO:BP","regulation of locomotion","GO:0040012","false","2.076777376932028e-9","8.682610055776825","1038","190","22","63187","Q9H244,Q99835,P30542,P41180,P50052,P21731,P25103,P21452,P25105,P16473,P0DMS8,Q9BXA5,Q16678,P29371,P61073,P25116,P25106,P35408,P55085,Q14330,P49682,Q9NRD8"
"GO:BP","positive regulation of MAPK cascade","GO:0043410","false","2.08140829699448e-9","8.681642718568504","461","190","16","63187","O43613,P47901,P41595,P30542,P41180,Q5NUL3,Q14833,P41594,Q13255,Q6W5P4,P35372,Q15761,P30988,P25116,P25106,P55085"
"GO:BP","negative regulation of signaling","GO:0023057","false","2.226376591795213e-9","8.652401372838051","1398","190","25","63187","P49286,P43119,Q13003,P41595,P30542,O15118,P50052,P30531,P30411,Q5NUL3,Q9GZZ6,Q9UBS5,P21452,Q13002,P42261,P41594,O43424,P41146,P35372,Q15761,Q14416,O60353,P25106,P55085,Q14643"
"GO:BP","negative regulation of secretion by cell","GO:1903531","false","2.2436288945681796e-9","8.649048975566286","148","190","11","63187","P49286,P30542,Q5NUL3,Q14831,Q9UBS5,P21452,P35372,Q15761,Q9Y5N1,P25116,P55085"
"GO:BP","regulation of molecular function","GO:0065009","false","2.4325960893355426e-9","8.613929995769176","1799","190","28","63187","P47901,P41595,Q99835,P32297,Q14832,P29275,P50052,P30556,Q13936,O75899,P41594,P22888,P43220,P0DMS8,O15528,P24530,Q16678,P16615,P35372,P06280,P30988,P98161,Q14416,O14983,P37288,P25116,O60353,P55085"
"GO:BP","regulation of behavior","GO:0050795","false","3.254206823751482e-9","8.487554848584296","75","190","9","63187","P49286,O43614,P41595,P30542,P17787,P29274,Q6W5P4,P41146,P29371"
"GO:BP","vasodilation","GO:0042311","false","3.6321557499597902e-9","8.43983553683107","48","190","8","63187","P30542,P29275,P41180,P50052,P30411,P29274,P24530,P55085"
"GO:BP","regulation of protein secretion","GO:0050708","false","3.929482671093694e-9","8.405664622112653","265","190","13","63187","P49286,Q8TDS4,O00254,P41180,P55011,P29274,Q5XXA6,P35372,O14842,P35346,P25116,P55085,Q14643"
"GO:BP","neurotransmitter transport","GO:0006836","false","3.992552765259886e-9","8.398749335550212","207","190","12","63187","P32297,P23975,P30531,Q14833,P21452,P30926,P29274,Q16478,Q9Y345,P16615,Q99808,Q9Y5N1"
"GO:BP","regulation of peptide secretion","GO:0002791","false","3.992552765259886e-9","8.398749335550212","207","190","12","63187","P49286,P30542,O00254,P41180,Q5NUL3,Q9UBS5,Q5XXA6,Q02643,O14842,P35346,P55085,Q14643"
"GO:BP","regulation of response to external stimulus","GO:0032101","false","4.2634293583339094e-9","8.37024092853853","1077","190","22","63187","Q9H244,P30542,P29275,P41180,P21731,Q5NUL3,P30556,P55011,P29274,Q9BQB6,O43424,Q86W24,O15528,Q9BXA5,P24530,P61073,Q15761,P25116,P35408,P55085,Q14330,P49682"
"GO:BP","regulation of peptide transport","GO:0090087","false","4.471740701888373e-9","8.349523387367594","209","190","12","63187","P49286,P30542,O00254,P41180,Q5NUL3,Q9UBS5,Q5XXA6,Q02643,O14842,P35346,P55085,Q14643"
"GO:BP","positive regulation of smooth muscle contraction","GO:0045987","false","5.434709733373177e-9","8.264823646529058","29","190","7","63187","P21731,P30559,P25103,P21452,P25105,P29371,P25116"
"GO:BP","immune system process","GO:0002376","false","5.847553285882791e-9","8.23302581198834","2776","190","34","63187","Q9H244,O94759,P30542,Q8TDS4,P29275,P25021,P17787,P25103,P21462,Q13936,P55011,P43681,P29274,P51681,Q9Y5Y4,P15538,P25105,P16473,O15528,Q9BXA5,P24530,Q9UPY5,Q9UI33,O00574,P61073,Q15761,P25024,Q9H461,P25116,P25106,P35408,P55085,Q14330,P49682"
"GO:BP","locomotory behavior","GO:0007626","false","5.906884960550095e-9","8.22864148715556","214","190","12","63187","P32297,O15118,P17787,P30926,P41594,O60931,P29274,Q13255,P16473,P41146,P25929,P10253"
"GO:BP","regulation of apoptotic process","GO:0042981","false","5.930826522771711e-9","8.226884778934938","1463","190","25","63187","P49286,P41595,Q99835,P30542,Q8TDS4,O15118,P50052,P30411,Q5NUL3,P43088,P48058,Q14833,Q13002,O60931,P29274,P51681,O43424,P24530,Q16678,P16615,Q9UPY5,Q15761,P25116,P25106,P49682"
"GO:BP","learning or memory","GO:0007611","false","7.512242683004846e-9","8.124230390631798","279","190","13","63187","P30531,Q9H2X9,P30559,P17787,P25103,P21452,P42261,P41594,O60931,Q99250,P43220,P41146,Q9UPY5"
"GO:BP","inorganic anion transport","GO:0015698","false","8.9952357070507e-9","8.045987452114954","168","190","11","63187","A8MPY1,P28476,P24046,P41180,P30531,Q9H2X9,P55011,P55017,Q5XXA6,Q9UHW9,Q9UP95"
"GO:BP","cell migration","GO:0016477","false","9.564445678208274e-9","8.019340195095275","1496","190","25","63187","Q9H244,O94759,P41595,Q99835,P30542,P50052,P21731,P32238,P25103,P30556,P55011,P51681,P25105,P0DMS8,P24530,Q16678,O00574,P61073,P25024,P25116,P25106,P35408,P55085,Q14330,P49682"
"GO:BP","positive regulation of blood pressure","GO:0045777","false","1.163123843037117e-8","7.934374041519007","32","190","7","63187","P30542,P21731,P30559,P25103,P43220,P29371,P37288"
"GO:BP","purinergic nucleotide receptor signaling pathway","GO:0035590","false","1.163123843037117e-8","7.934374041519007","32","190","7","63187","Q9H244,P30542,P29275,P41231,P29274,P25105,P0DMS8"
"GO:BP","negative regulation of cell population proliferation","GO:0008285","false","1.1664319035778745e-8","7.933140610289529","701","190","18","63187","P43119,P30542,P32745,Q9UBS5,P29274,Q9Y5Y4,P0DMS8,O15528,Q15392,Q16678,P35372,Q03431,P36021,P35346,P25116,P25106,P30874,P49682"
"GO:BP","regulation of protein transport","GO:0051223","false","1.3929887196895375e-8","7.8560524004435335","440","190","15","63187","P49286,Q99835,Q8TDS4,O00254,P41180,P55011,P29274,Q5XXA6,Q9UPY5,P35372,O14842,P35346,P25116,P55085,Q14643"
"GO:BP","macromolecule localization","GO:0033036","false","1.504716414436564e-8","7.822545341432415","3210","190","36","63187","P49286,P47901,Q99835,P30542,Q8TDS4,O00254,O15118,P41180,P30411,P30556,P21452,O95477,P55011,Q13002,O60931,P29274,P22888,P43220,O43424,P35610,Q5XXA6,Q9BXA5,P24530,P46721,Q15392,Q9UPY5,P35372,O14842,P98161,P35346,P25116,P55085,Q9Y6L6,Q9NPD5,O94956,Q14643"
"GO:BP","reproductive process","GO:0022414","false","1.7990602502772408e-8","7.744954291949179","1541","190","25","63187","P32745,P48039,P49683,P30559,P43088,P25103,Q99624,P21452,P22888,Q9Y5Y4,P25105,Q86W24,O15528,P24530,P41146,Q15392,Q16678,P29371,Q02643,Q15761,P98161,P37058,P37288,P30874,Q9NRD8"
"GO:BP","reproduction","GO:0000003","false","2.0924837514876638e-8","7.6793379056963005","1552","190","25","63187","P32745,P48039,P49683,P30559,P43088,P25103,Q99624,P21452,P22888,Q9Y5Y4,P25105,Q86W24,O15528,P24530,P41146,Q15392,Q16678,P29371,Q02643,Q15761,P98161,P37058,P37288,P30874,Q9NRD8"
"GO:BP","striated muscle contraction","GO:0006941","false","2.1477825090667068e-8","7.668009698714771","182","190","11","63187","Q07001,P30542,Q13698,Q13936,Q9Y5Y9,P02708,P16615,P61073,Q14524,O14983,P10253"
"GO:BP","response to pain","GO:0048265","false","2.3061510335362758e-8","7.637112253466539","35","190","7","63187","P23975,P25103,O75762,P24530,Q9UI33,Q9NY46,Q15858"
"GO:BP","synaptic transmission, GABAergic","GO:0051932","false","2.3882312231545593e-8","7.6219236280959395","60","190","8","63187","P30542,P30531,P30559,Q9UBS5,P25103,O75899,P29274,Q15761"
"GO:BP","micturition","GO:0060073","false","2.4003210262443816e-8","7.619730670537209","8","190","5","63187","P32297,P17787,P25103,P30926,Q9UI33"
"GO:BP","cell differentiation","GO:0030154","false","2.729656198210101e-8","7.563892049158051","4366","190","42","63187","Q9H244,O94759,P11230,P08100,P41595,Q99835,P32297,Q13698,O15118,Q9H2X9,P32238,Q5NUL3,Q14831,Q9UBS5,P17787,P30556,O95477,P41594,P29274,O43424,P35610,P16473,Q86W24,O15528,Q5XXA6,P24530,P16615,Q8WTR4,Q9UPY5,Q9UI33,P35372,Q02643,P61073,Q03431,P30988,P37288,Q9H461,P25106,P35408,P55085,Q14330,Q9NYQ7"
"GO:BP","cellular developmental process","GO:0048869","false","2.749455220554595e-8","7.56075334913155","4367","190","42","63187","Q9H244,O94759,P11230,P08100,P41595,Q99835,P32297,Q13698,O15118,Q9H2X9,P32238,Q5NUL3,Q14831,Q9UBS5,P17787,P30556,O95477,P41594,P29274,O43424,P35610,P16473,Q86W24,O15528,Q5XXA6,P24530,P16615,Q8WTR4,Q9UPY5,Q9UI33,P35372,Q02643,P61073,Q03431,P30988,P37288,Q9H461,P25106,P35408,P55085,Q14330,Q9NYQ7"
"GO:BP","response to alkaloid","GO:0043279","false","2.8913551481705228e-8","7.538898560208392","95","190","9","63187","Q13698,P30531,P30559,P17787,P42261,P29274,P35372,P29371,Q14416"
"GO:BP","chloride ion homeostasis","GO:0055064","false","3.320600398145856e-8","7.478783384360064","19","190","6","63187","Q9H2X9,P55011,P55017,Q9UHW9,P24557,Q9UP95"
"GO:BP","leukocyte migration","GO:0050900","false","4.396247534366527e-8","7.3569178622488","396","190","14","63187","Q9H244,O94759,P30542,P25103,P55011,P51681,P25105,P24530,P61073,P25024,P35408,P55085,Q14330,P49682"
"GO:BP","amino acid transmembrane transport","GO:0003333","false","5.059915074523985e-8","7.2958567722857195","101","190","9","63187","Q99624,P82251,Q07837,Q7L1W4,Q13255,Q9Y345,Q9UPY5,Q9UHI5,P36021"
"GO:BP","regulation of catalytic activity","GO:0050790","false","5.2403241043371525e-8","7.280641851876517","1227","190","22","63187","P47901,P41595,P32297,Q14832,P29275,P50052,P30556,Q13936,O75899,P41594,P22888,P43220,P0DMS8,O15528,P24530,P06280,P30988,P98161,Q14416,P37288,P25116,P55085"
"GO:BP","positive regulation of hormone secretion","GO:0046887","false","5.474686652471475e-8","7.261640732925642","146","190","10","63187","Q8TDS4,O00254,P41180,Q5NUL3,Q9UBS5,P25103,Q5XXA6,Q02643,O14842,Q14643"
"GO:BP","response to purine-containing compound","GO:0014074","false","5.8590997084462864e-8","7.232169111233043","147","190","10","63187","Q9H244,O94759,P30542,Q13698,P30531,P41231,P29274,P25105,Q16678,Q9NRD8"
"GO:BP","monoatomic anion homeostasis","GO:0055081","false","6.608103427941102e-8","7.179923168194851","21","190","6","63187","Q9H2X9,P55011,P55017,Q9UHW9,P24557,Q9UP95"
"GO:BP","regulation of peptide hormone secretion","GO:0090276","false","7.362058761639067e-8","7.133000720473467","204","190","11","63187","P49286,O00254,P41180,Q5NUL3,Q9UBS5,Q5XXA6,Q02643,O14842,P35346,P55085,Q14643"
"GO:BP","positive regulation of ERK1 and ERK2 cascade","GO:0070374","false","8.175739395433613e-8","7.08747296027797","206","190","11","63187","O43613,P41595,P41180,Q5NUL3,Q6W5P4,P35372,Q15761,P30988,P25116,P25106,P55085"
"GO:BP","negative regulation of programmed cell death","GO:0043069","false","9.535082738401332e-8","7.020675534115067","907","190","19","63187","P49286,P41595,Q99835,P30542,O15118,P30411,Q5NUL3,P43088,P48058,Q13002,O60931,P29274,P51681,P24530,Q9UPY5,Q15761,P25116,P25106,P49682"
"GO:BP","positive regulation of monoatomic ion transport","GO:0043270","false","9.54847667626722e-8","7.0200659084016594","209","190","11","63187","Q9H244,P30542,P41180,P21452,P22888,Q6W5P4,O14842,Q14524,O14983,P25116,P49682"
"GO:BP","small molecule metabolic process","GO:0044281","false","9.866588627469398e-8","7.005832978673573","1813","190","26","63187","P47901,O15118,Q9HCS2,P38435,O95477,P35503,Q9HAW9,O60931,Q9BQB6,P22888,P15538,P35610,P25105,O15528,Q8N0U8,P24530,Q15392,Q16678,Q9UPY5,P51589,Q03431,P25929,P24557,P37058,P37288,P10253"
"GO:BP","multicellular organismal-level homeostasis","GO:0048871","false","1.127490632018254e-7","6.9478870578577006","806","190","18","63187","O94759,P08100,Q99835,P30542,Q8TDS4,Q9HCS2,Q5NUL3,P30559,P55011,O60931,P55017,P16473,P24530,Q9UPY5,P61073,Q03431,P25116,Q13639"
"GO:BP","detection of stimulus involved in sensory perception","GO:0050906","false","1.2583997654563108e-7","6.900181371329651","515","190","15","63187","P08100,P30542,Q9UGM1,Q9Y3N9,Q8NGG4,Q5NUL3,Q8NGW1,Q9GZZ6,O75762,Q13002,Q5XXA6,Q9UI33,P61073,Q9UHM6,Q15858"
"GO:BP","response to peptide hormone","GO:0043434","false","1.2596510458977574e-7","6.899749748398682","429","190","14","63187","O95838,P50052,P30559,P30556,P47871,P42261,P22888,P15538,P43220,P16473,P30968,P24530,Q16678,Q02643"
"GO:BP","cellular response to lipid","GO:0071396","false","1.2994286796476032e-7","6.88624755216566","609","190","16","63187","Q99835,P32745,O15118,P41180,P21731,P43088,O95477,P51681,P25105,O15528,P24530,Q16678,Q02643,P35346,P30874,P35408"
"GO:BP","protein transport","GO:0015031","false","1.4109361719745356e-7","6.850492632444266","1424","190","23","63187","P49286,Q99835,Q8TDS4,O00254,P41180,P21452,O95477,P55011,O60931,P29274,P22888,P43220,Q5XXA6,Q9BXA5,P24530,Q9UPY5,P35372,O14842,P98161,P35346,P25116,P55085,Q14643"
"GO:BP","positive regulation of amino acid transport","GO:0051957","false","1.6268324527995298e-7","6.7886571726756255","24","190","6","63187","P30531,Q9UBS5,Q99624,P55011,P29274,P37288"
"GO:BP","positive regulation of peptide secretion","GO:0002793","false","1.6434394222973527e-7","6.784246299520812","115","190","9","63187","P30542,O00254,P41180,Q5NUL3,Q9UBS5,Q5XXA6,Q02643,O14842,Q14643"
"GO:BP","positive regulation of organic acid transport","GO:0032892","false","1.7851234865240992e-7","6.748331736044201","46","190","7","63187","P47901,P30531,Q9UBS5,Q99624,P55011,P29274,P37288"
"GO:BP","G protein-coupled adenosine receptor signaling pathway","GO:0001973","false","1.965807659884483e-7","6.706458977011105","11","190","5","63187","Q9H244,P30542,P29275,P29274,P0DMS8"
"GO:BP","G protein-coupled purinergic receptor signaling pathway","GO:0035588","false","1.965807659884483e-7","6.706458977011105","11","190","5","63187","Q9H244,P30542,P29275,P29274,P0DMS8"
"GO:BP","regulation of ERK1 and ERK2 cascade","GO:0070372","false","2.1020263613585752e-7","6.67736184181835","291","190","12","63187","O43613,P41595,P41180,Q5NUL3,Q9GZZ6,Q6W5P4,P35372,Q15761,P30988,P25116,P25106,P55085"
"GO:BP","regulation of establishment of protein localization","GO:0070201","false","2.2445319032608887e-7","6.648874217256452","537","190","15","63187","P49286,Q99835,Q8TDS4,O00254,P41180,P55011,P29274,Q5XXA6,Q9UPY5,P35372,O14842,P35346,P25116,P55085,Q14643"
"GO:BP","regulation of metal ion transport","GO:0010959","false","2.41451410564528e-7","6.61717025309817","369","190","13","63187","P30542,P41180,Q13936,P29274,P22888,Q6W5P4,P61073,O14842,Q14524,Q06432,O14983,P25116,P49682"
"GO:BP","alcohol metabolic process","GO:0006066","false","2.579829531680282e-7","6.588408990120687","371","190","13","63187","P47901,O15118,O95477,P35503,P22888,P15538,P35610,P25105,O15528,P24530,Q15392,Q16678,Q03431"
"GO:BP","tube development","GO:0035295","false","2.995291594604257e-7","6.523560892218503","1091","190","20","63187","Q99835,P41180,P50052,P21731,P30559,P30556,P55011,O60931,P22888,P24530,Q16678,Q9UPY5,P61073,Q9UHW9,P98161,Q9H461,O60353,P25106,P49682,O60241"
"GO:BP","cellular response to peptide hormone stimulus","GO:0071375","false","3.4676351107645896e-7","6.4599666083465745","304","190","12","63187","O95838,P50052,P30556,P47871,P42261,P22888,P15538,P43220,P16473,P30968,Q16678,Q02643"
"GO:BP","monocarboxylic acid transport","GO:0015718","false","4.091956759989825e-7","6.388068964157589","179","190","10","63187","P47901,P41180,P30411,P35503,P22888,P46721,P36021,Q9Y6L6,Q9NPD5,O94956"
"GO:BP","regulation of calcium ion transport","GO:0051924","false","4.3658769519013187e-7","6.359928508632222","241","190","11","63187","P41180,Q13936,P29274,P22888,Q6W5P4,P61073,O14842,Q06432,O14983,P25116,P49682"
"GO:BP","positive regulation of adenylate cyclase activity","GO:0045762","false","4.50831090708523e-7","6.345986141300395","28","190","6","63187","P29275,Q13936,P22888,P43220,P0DMS8,P30988"
"GO:BP","regulation of cell motility","GO:2000145","false","4.559034107865127e-7","6.341127158663973","996","190","19","63187","Q9H244,Q99835,P30542,P50052,P21731,P25103,P21452,P25105,P0DMS8,Q16678,P29371,P61073,P25116,P25106,P35408,P55085,Q14330,P49682,Q9NRD8"
"GO:BP","negative regulation of apoptotic process","GO:0043066","false","4.6789646638039116e-7","6.329850234648154","881","190","18","63187","P49286,P41595,Q99835,P30542,O15118,P30411,Q5NUL3,P43088,P48058,Q13002,O60931,P29274,P51681,P24530,Q15761,P25116,P25106,P49682"
"GO:BP","positive regulation of catalytic activity","GO:0043085","false","4.955304054974222e-7","6.304929692269286","773","190","17","63187","P47901,P41595,P32297,P29275,P50052,P30556,Q13936,P41594,P22888,P43220,P0DMS8,O15528,P30988,P98161,P37288,P25116,P55085"
"GO:BP","lipid metabolic process","GO:0006629","false","5.328668944861536e-7","6.2733812604094785","1388","190","22","63187","P41595,P30542,Q8TDS4,O15118,Q9HCS2,O95477,P35503,Q9HAW9,P22888,P15538,P35610,O15528,P24530,Q15392,Q16678,Q8WTR4,P51589,P06280,P24557,P37058,P37288,P08912"
"GO:BP","circulatory system development","GO:0072359","false","5.499021853293434e-7","6.259714554414158","1130","190","20","63187","P41595,Q99835,P21731,P30559,P30556,Q13936,P55011,Q16678,Q9UI33,P61073,Q9UHW9,Q15761,Q14524,P25929,P98161,Q9H461,P10253,P25106,P49682,O60241"
"GO:BP","gamma-aminobutyric acid signaling pathway","GO:0007214","false","5.67021450962909e-7","6.246400511021373","29","190","6","63187","A8MPY1,P28476,P24046,Q9UBS5,O75899,P55011"
"GO:BP","detection of stimulus involved in sensory perception of pain","GO:0062149","false","5.67021450962909e-7","6.246400511021373","29","190","6","63187","P30542,O75762,Q5XXA6,Q9UI33,P61073,Q15858"
"GO:BP","cell chemotaxis","GO:0060326","false","6.224395076028965e-7","6.205902849518699","320","190","12","63187","O94759,P30556,P55011,P51681,P24530,O00574,P61073,P25024,P25106,P55085,Q14330,P49682"
"GO:BP","detection of mechanical stimulus","GO:0050982","false","6.615279745375734e-7","6.179451785746447","55","190","7","63187","Q9UGM1,Q9GZZ6,O75762,Q9UI33,P61073,P98161,Q15858"
"GO:BP","L-amino acid transport","GO:0015807","false","6.700314595440059e-7","6.173904805678857","90","190","8","63187","Q99624,P82251,Q07837,O60931,Q13255,Q9Y345,Q9UPY5,Q9UHI5"
"GO:BP","positive regulation of locomotion","GO:0040017","false","6.939072360539044e-7","6.1586985836699775","583","190","15","63187","Q9H244,Q99835,P41180,P25103,P21452,P25105,Q9BXA5,Q16678,P29371,P61073,P25116,P25106,P55085,P49682,Q9NRD8"
"GO:BP","steroid metabolic process","GO:0008202","false","7.424335006649987e-7","6.1293424397718255","325","190","12","63187","O15118,O95477,P35503,Q9HAW9,P22888,P15538,P35610,O15528,P24530,Q15392,Q16678,P37058"
"GO:BP","dopamine transport","GO:0015872","false","8.575189135275813e-7","6.066756292334666","57","190","7","63187","Q15825,P23975,Q9UBS5,P17787,P43681,Q14416,P08912"
"GO:BP","multicellular organismal response to stress","GO:0033555","false","0.000001037303902248596","5.9840939883226625","95","190","8","63187","P23975,P25103,O75762,Q13002,P24530,Q9UI33,Q9NY46,Q15858"
"GO:BP","neutral amino acid transport","GO:0015804","false","0.0000011009028819071747","5.9582509913935064","59","190","7","63187","Q99624,P82251,Q07837,O60931,Q9Y345,Q9UPY5,Q9UHI5"
"GO:BP","response to steroid hormone","GO:0048545","false","0.000001120126337496833","5.950732991094648","337","190","12","63187","P32745,O15118,P30559,P25103,P55017,P25105,Q16678,Q02643,P30988,P35346,P37288,P30874"
"GO:BP","regulation of cytosolic calcium ion concentration","GO:0051480","false","0.0000012431508816756551","5.905476157679776","60","190","7","63187","O43613,O43614,P30542,P42261,P41594,Q13255,Q14643"
"GO:BP","positive regulation of cyclase activity","GO:0031281","false","0.0000013089416587436555","5.883079710095805","33","190","6","63187","P29275,Q13936,P22888,P43220,P0DMS8,P30988"
"GO:BP","wound healing","GO:0042060","false","0.0000013475164461855309","5.870465925626168","425","190","13","63187","Q9H244,O00254,P38435,P21731,P55011,P29274,Q9BQB6,Q9UPY5,P61073,P25116,O60353,P55085,Q9NRD8"
"GO:BP","circadian rhythm","GO:0007623","false","0.0000015346911073367777","5.8139790233650945","205","190","10","63187","P49286,O43614,P30542,P48039,P17787,P29274,P41146,Q9UI33,Q9UHM6,Q15858"
"GO:BP","regulation of heart rate","GO:0002027","false","0.0000015678610615765198","5.804692425621052","100","190","8","63187","P50052,Q13936,P24530,Q9Y5Y9,P16615,P29371,Q14524,P37288"
"GO:BP","positive regulation of lyase activity","GO:0051349","false","0.000001585465717427487","5.799843144297905","34","190","6","63187","P29275,Q13936,P22888,P43220,P0DMS8,P30988"
"GO:BP","regulation of response to stress","GO:0080134","false","0.0000016985371973354948","5.769924937801515","1340","190","21","63187","P30542,P29275,P21731,P30411,Q5NUL3,P30556,P55011,P29274,Q9BQB6,Q86W24,Q9BXA5,P24530,Q9UPY5,P35372,P61073,Q15761,P25116,P25106,P35408,P55085,Q9NRD8"
"GO:BP","establishment of protein localization","GO:0045184","false","0.000001802838933404396","5.744043071646038","1924","190","25","63187","P49286,Q99835,P30542,Q8TDS4,O00254,O15118,P41180,P21452,O95477,P55011,O60931,P29274,P22888,P43220,Q5XXA6,Q9BXA5,P24530,Q9UPY5,P35372,O14842,P98161,P35346,P25116,P55085,Q14643"
"GO:BP","negative regulation of amino acid transport","GO:0051956","false","0.0000018360272393659556","5.736120879878475","16","190","5","63187","P30542,Q14831,Q9UBS5,Q15761,Q9Y5N1"
"GO:BP","positive regulation of cell population proliferation","GO:0008284","false","0.000001873872076915799","5.727260060292347","962","190","18","63187","O95838,P41595,Q99835,P41180,P43088,P17787,P25103,P30556,P25105,P16473,P24530,Q02643,Q15761,Q03431,Q14524,P37288,P25116,P49682"
"GO:BP","cell activation","GO:0001775","false","0.0000020730205668159987","5.68339638916982","1092","190","19","63187","Q9H244,Q99835,O00254,P29275,P17787,P25103,P43681,P29274,P25105,P16473,Q9BXA5,Q9UPY5,Q9UI33,Q9H461,P25116,O60353,P35408,P55085,Q14330"
"GO:BP","L-cystine transport","GO:0015811","false","0.0000021897510675320894","5.659605253261232","6","190","4","63187","P82251,Q07837,O60931,Q9UPY5"
"GO:BP","renin secretion into blood stream","GO:0002001","false","0.0000021897510675320894","5.659605253261232","6","190","4","63187","Q9BXA5,P24530,P25116,P55085"
"GO:BP","renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure","GO:0001999","false","0.0000021897510675320894","5.659605253261232","6","190","4","63187","Q9BXA5,P24530,P25116,P55085"
"GO:BP","negative regulation of glutamate secretion","GO:0014050","false","0.0000021897510675320894","5.659605253261232","6","190","4","63187","P30542,Q14831,Q15761,Q9Y5N1"
"GO:BP","response to corticosteroid","GO:0031960","false","0.0000022360768078396183","5.650513282785611","154","190","9","63187","P32745,P55017,P25105,Q16678,Q02643,P30988,P35346,P37288,P30874"
"GO:BP","regulation of synaptic transmission, GABAergic","GO:0032228","false","0.000002284754996333637","5.64116036427912","36","190","6","63187","P30542,P30531,P30559,P25103,P29274,Q15761"
"GO:BP","regulation of transmembrane transport","GO:0034762","false","0.000002409326531743555","5.618104336853352","446","190","13","63187","Q5NUL3,Q13936,P48048,P41594,P22888,Q6W5P4,Q9Y5Y9,P35372,Q14524,Q06432,O14983,P25116,P49682"
"GO:BP","learning","GO:0007612","false","0.0000025063080490046535","5.600965551154766","156","190","9","63187","P30531,Q9H2X9,P17787,P25103,P21452,P41594,O60931,P41146,Q9UPY5"
"GO:BP","carboxylic acid transmembrane transport","GO:1905039","false","0.0000025063080490046535","5.600965551154766","156","190","9","63187","Q99624,P82251,Q07837,Q7L1W4,Q13255,Q9Y345,Q9UPY5,Q9UHI5,P36021"
"GO:BP","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","GO:0001991","false","0.000002594695894312522","5.585913535372848","17","190","5","63187","P50052,Q9BXA5,P24530,P25116,P55085"
"GO:BP","organic acid transmembrane transport","GO:1903825","false","0.000002651876051996348","5.576446778605126","157","190","9","63187","Q99624,P82251,Q07837,Q7L1W4,Q13255,Q9Y345,Q9UPY5,Q9UHI5,P36021"
"GO:BP","eating behavior","GO:0042755","false","0.000002720166410092297","5.565404526563547","37","190","6","63187","P30559,P25103,P29274,Q6W5P4,P41146,Q15761"
"GO:BP","detection of mechanical stimulus involved in sensory perception","GO:0050974","false","0.000002720166410092297","5.565404526563547","37","190","6","63187","Q9UGM1,Q9GZZ6,O75762,Q9UI33,P61073,Q15858"
"GO:BP","response to ketone","GO:1901654","false","0.000002781570427202937","5.555709939584955","218","190","10","63187","P21731,P30559,P43088,P25103,P55017,P25105,Q16678,Q9UI33,P37288,P35408"
